"Beverage ID";"Country";"Ingredient";"Labels";"Stage";"Impact Category";"Indicator";"Unit";"Value";"Monetary Value";"Beverage-type";"product-id";"Product";"Years";"Production Method";"Stage functional unit";"Data quality (country specific)";"Proxy";"Salepoint";"Deca";"Milk Type";"Price Excluding Tax";"Value Added Tax";"Smart Value Added Tax";"Smart Pricing";"Smart Pricing rounded";"Value Unit";"References"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Chlorantraniliprole";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2030 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; Sustainability Impact Metrics (a spin-off of Delft University of Technology), Consumer Health: internalities of food in economics and I-eco-costs, 2022; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Chlorantraniliprole";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2030 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; Sustainability Impact Metrics (a spin-off of Delft University of Technology), Consumer Health: internalities of food in economics and I-eco-costs, 2071; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Clothianidin";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2031 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; Sustainability Impact Metrics (a spin-off of Delft University of Technology), Consumer Health: internalities of food in economics and I-eco-costs, 2024; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Clothianidin";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2031 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; Sustainability Impact Metrics (a spin-off of Delft University of Technology), Consumer Health: internalities of food in economics and I-eco-costs, 2081; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Cyhalothrin";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2032 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; Sustainability Impact Metrics (a spin-off of Delft University of Technology), Consumer Health: internalities of food in economics and I-eco-costs, 2026; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Cyhalothrin";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2032 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; Sustainability Impact Metrics (a spin-off of Delft University of Technology), Consumer Health: internalities of food in economics and I-eco-costs, 2084; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Cypermethrins";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2033 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; Sustainability Impact Metrics (a spin-off of Delft University of Technology), Consumer Health: internalities of food in economics and I-eco-costs, 2027; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Dicamba";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2034 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; Sustainability Impact Metrics (a spin-off of Delft University of Technology), Consumer Health: internalities of food in economics and I-eco-costs, 2090; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Ethoprophos";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2035 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; No data; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Fluazifop-P-Butyl";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2036 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; No data; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Fluensulfone";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2037 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; No data; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Glyphosate";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2038 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; Sustainability Impact Metrics (a spin-off of Delft University of Technology), Consumer Health: internalities of food in economics and I-eco-costs, 2195; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Imazapic";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2039 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; No data; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Isoxaflutole";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2040 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; No data; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Mefentrifluconazole";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2041 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; No data; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Mesotrione";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2042 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; Sustainability Impact Metrics (a spin-off of Delft University of Technology), Consumer Health: internalities of food in economics and I-eco-costs, 2146; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Metaflumizone";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2043 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; No data; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Metconazole";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2044 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; Sustainability Impact Metrics (a spin-off of Delft University of Technology), Consumer Health: internalities of food in economics and I-eco-costs, 2148; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Methoxyfenozide";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2045 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; No data; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Novaluron";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2046 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; Sustainability Impact Metrics (a spin-off of Delft University of Technology), Consumer Health: internalities of food in economics and I-eco-costs, 2159; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Pendimethalin";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2047 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; Sustainability Impact Metrics (a spin-off of Delft University of Technology), Consumer Health: internalities of food in economics and I-eco-costs, 2167; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Propiconazole";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2048 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; Sustainability Impact Metrics (a spin-off of Delft University of Technology), Consumer Health: internalities of food in economics and I-eco-costs, 2040; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Propiconazole";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2048 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; Sustainability Impact Metrics (a spin-off of Delft University of Technology), Consumer Health: internalities of food in economics and I-eco-costs, 2175; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Pyraclostrobin";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2049 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; Sustainability Impact Metrics (a spin-off of Delft University of Technology), Consumer Health: internalities of food in economics and I-eco-costs, 2041; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Pyraclostrobin";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2049 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; Sustainability Impact Metrics (a spin-off of Delft University of Technology), Consumer Health: internalities of food in economics and I-eco-costs, 2176; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Saflufenacil";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2050 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; No factor available; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Tebufenozide";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2051 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; Sustainability Impact Metrics (a spin-off of Delft University of Technology), Consumer Health: internalities of food in economics and I-eco-costs, 2177; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Teflubenzuron";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2052 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; Sustainability Impact Metrics (a spin-off of Delft University of Technology), Consumer Health: internalities of food in economics and I-eco-costs, 2178; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar default";"Switzerland";"Sugarbeet";"none";"Consumption";"Health";"Trinexapac-Ethyl";"mg/kg";0;0;"Sugar";"Swiss sugar";"Sugar";"2018";"conventional";1;"not-country-specific";"EU";"Rolex Centre";"False";"none";0;0;0.026;0;0;"USD2023/mg";"Food and Agriculture Organisation, World Health Organisation, International Food Standards, Codex Alimentarius, 2053 Misssing data at the country level, EU has been used as a proxy; World Bank, Inflation (annual %), 2024; No data; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Production";"Environment";"Fine particulate matter formation";"kg PM2.5 eq";0.0000024580815057430723;0.000264661762674167;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"yes";"none";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Sugar beet {CH}| production | Cut-off, S - Copied from Ecoinvent; World Bank, Inflation (annual %), 2024; CE-Delft, Environmental Prices Handbook (2017); European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Production";"Environment";"Fossil resource scarcity";"kg oil eq";0.0001347639853566787;0.00007125392549159524;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"yes";"none";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Sugar beet {CH}| production | Cut-off, S - Copied from Ecoinvent; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Production";"Environment";"Freshwater ecotoxicity";"kg 1,4-DCB";0.000015765855670708075;0.00000075566745634492;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"yes";"none";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Sugar beet {CH}| production | Cut-off, S - Copied from Ecoinvent; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Production";"Environment";"Freshwater eutrophication";"kg P eq";0.00000027274692633695894;0.00006552141517132137;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"yes";"none";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Sugar beet {CH}| production | Cut-off, S - Copied from Ecoinvent; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Production";"Environment";"Global warming";"kg CO2 eq";0.0011433788942267734;0.0002142174737775193;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"yes";"none";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Sugar beet {CH}| production | Cut-off, S - Copied from Ecoinvent; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Production";"Environment";"Human carcinogenic toxicity";"kg 1,4-DCB";0.000019267730792121503;0;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"yes";"none";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Sugar beet {CH}| production | Cut-off, S - Copied from Ecoinvent; World Bank, Inflation (annual %), 2024; No factor available; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Production";"Environment";"Human non-carcinogenic toxicity";"kg 1,4-DCB";-0.0016043554332574041;-0;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"yes";"none";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Sugar beet {CH}| production | Cut-off, S - Copied from Ecoinvent; World Bank, Inflation (annual %), 2024; No factor available; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Production";"Environment";"Ionizing radiation";"kBq Co-60 eq";0.00004292320974849192;0;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"yes";"none";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Sugar beet {CH}| production | Cut-off, S - Copied from Ecoinvent; World Bank, Inflation (annual %), 2024; No factor available; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Production";"Environment";"Land use";"m2a crop eq";0.0037129307023623407;0.0004438408803267793;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"yes";"none";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Sugar beet {CH}| production | Cut-off, S - Copied from Ecoinvent; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Production";"Environment";"Marine ecotoxicity";"kg 1,4-DCB";0.000022991155261108475;0.00000005021014933189666;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"yes";"none";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Sugar beet {CH}| production | Cut-off, S - Copied from Ecoinvent; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Production";"Environment";"Marine eutrophication";"kg N eq";0.00000553092238881319;0.00009218126941259301;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"yes";"none";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Sugar beet {CH}| production | Cut-off, S - Copied from Ecoinvent; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Production";"Environment";"Mineral resource scarcity";"kg Cu eq";0.000003694076283352765;0.0000009468645132733973;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"yes";"none";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Sugar beet {CH}| production | Cut-off, S - Copied from Ecoinvent; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Production";"Environment";"Ozone formation, Human health";"kg NOx eq";0.00000386566393903487;0;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"yes";"none";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Sugar beet {CH}| production | Cut-off, S - Copied from Ecoinvent; World Bank, Inflation (annual %), 2024; No factor available; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Production";"Environment";"Ozone formation, Terrestrial ecosystems";"kg NOx eq";0.000003925696951936175;0;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"yes";"none";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Sugar beet {CH}| production | Cut-off, S - Copied from Ecoinvent; World Bank, Inflation (annual %), 2024; No factor available; European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Production";"Environment";"Stratospheric ozone depletion";"kg CFC11 eq";0.000000026004743991629182;0.000001730646084608851;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"yes";"none";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Sugar beet {CH}| production | Cut-off, S - Copied from Ecoinvent; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Production";"Environment";"Terrestrial acidification";"kg SO2 eq";0.00001277755076590686;0.00007078997698695449;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"yes";"none";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Sugar beet {CH}| production | Cut-off, S - Copied from Ecoinvent; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Production";"Environment";"Terrestrial ecotoxicity";"kg 1,4-DCB";0.0018947032248086226;0.0000006533404793244673;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"yes";"none";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Sugar beet {CH}| production | Cut-off, S - Copied from Ecoinvent; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Production";"Environment";"Water consumption";"m3";0.00005315957337711742;0.00008126625483409513;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"yes";"none";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Sugar beet {CH}| production | Cut-off, S - Copied from Ecoinvent; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Processing, Sugar extraction";"Environment";"Fine particulate matter formation";"kg PM2.5 eq";0.0000026720815723348235;0.0002877031608964121;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"no";"France";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Extraction of sugar from beet, processing/FR U Misssing data at the country level, France has been used as a proxy; World Bank, Inflation (annual %), 2024; CE-Delft, Environmental Prices Handbook (2017); European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Processing, Sugar extraction";"Environment";"Fossil resource scarcity";"kg oil eq";0.0010123949604994842;0.0005352848158398705;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"no";"France";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Extraction of sugar from beet, processing/FR U Misssing data at the country level, France has been used as a proxy; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024"
"Swiss sugar high";"Switzerland";"Sugarbeet";"none";"Processing, Sugar extraction";"Environment";"Freshwater ecotoxicity";"kg 1,4-DCB";0.00005484114537654616;0.0000026285708619502653;"Sugar";"Swiss sugar";"Sugar";"2021";"conventional";5.56;"no";"France";"Rolex Centre";"False";"none";0;0;0.026365011293804204;0;0;"USD2023/kg";"Extraction of sugar from beet, processing/FR U Misssing data at the country level, France has been used as a proxy; World Bank, Inflation (annual %), 2024; True Price, Monestisation factors for true pricing (2023); European Central Bank, Eurosystem, US dollar (USD), 2024"
